ind,pop
AD_015,AA_Denver
AD_061,AA_Denver
AD_076,AA_Denver
AD_512,AA_Denver
AD_006,AA_Denver
AD_511,AA_Denver
SD60_297,Saami_WGA
BulgarianD6,Bulgarian
BulgarianA4,Bulgarian
BulgarianE2,Bulgarian
BulgarianB4,Bulgarian
BulgarianA1,Bulgarian
BulgarianB1,Bulgarian
BulgarianC1,Bulgarian
BulgarianF1,Bulgarian
BulgarianH2,Bulgarian
BulgarianF2,Bulgarian
hungary3,Hungarian_Metspalu
hungary6,Hungarian_Metspalu
HungarianC5,Hungarian_Metspalu
hungary7,Hungarian_Metspalu
HungarianE5,Hungarian_Metspalu
HungarianH3,Hungarian_Metspalu
hungary15,Hungarian_Metspalu
hungary20,Hungarian_Metspalu
hungary2,Hungarian_Metspalu
HungarianD1,Hungarian_Metspalu
LithuanianF1,Lithuanian
lithuania3,Lithuanian
lithuania10,Lithuanian
lithuania9,Lithuanian
LithuanianA1,Lithuanian
LithuanianE2,Lithuanian
lithuania1,Lithuanian
lithuania8,Lithuanian
lithuania2,Lithuanian
LithuanianD1,Lithuanian
iran19,Iranian
iran14,Iranian
iran2,Iranian
iran20,Iranian
iran3,Iranian
iran11,Iranian
iran16,Iranian
iran17,Iranian
syria464,Syrian
syria361,Syrian
syria485,Syrian
syria520,Syrian
syria4,Syrian
syria461,Syrian
syria6,Syrian
syria7,Syrian
Lebanon5,Lebanese
Lebanon6,Lebanese
Lebanon7,Lebanese
Lebanon8,Lebanese
Lebanon1,Lebanese
Lebanon2,Lebanese
Lebanon3,Lebanese
Lebanon4,Lebanese
Jordan543,Jordanian
Jordan214,Jordanian
Jordan445,Jordanian
Jordan62,Jordanian
Jordan603,Jordanian
Jordan307,Jordanian
Jordan503,Jordanian
Jordan646,Jordanian
Jordan384,Jordanian
SaudiA5,Saudi
SaudiA6,Saudi
SaudiA7,Saudi
saudi1434,Saudi
saudi1424,Saudi
SaudiA9,Saudi
SaudiA1,Saudi
saudi1403,Saudi
Yemen2,Yemen
Yemen3,Yemen
Yemen5,Yemen
Yemen9,Yemen
Yemen10,Yemen
Yemenese1529,Yemen
Egypt7,Egyptian_Metspalu
Egypt9,Egyptian_Metspalu
Egypt10,Egyptian_Metspalu
Egypt3,Egyptian_Metspalu
Egypt11,Egyptian_Metspalu
Egypt1,Egyptian_Metspalu
Egypt12,Egyptian_Metspalu
bal102,Balkar
bal64,Balkar
bal124,Balkar
bal97,Balkar
bal136,Balkar
bal22,Balkar
bal41,Balkar
bal42,Balkar
bal45,Balkar
bal50,Balkar
mg43,Georgian_Megrels
mg47,Georgian_Megrels
mg22,Georgian_Megrels
mg49,Georgian_Megrels
mg23,Georgian_Megrels
mg62,Georgian_Megrels
mg27,Georgian_Megrels
mg31,Georgian_Megrels
mg34,Georgian_Megrels
mg40,Georgian_Megrels
NorthOssetia19,North_Ossetian
NorthOssetia2,North_Ossetian
NorthOssetia3,North_Ossetian
NorthOssetia5,North_Ossetian
NorthOssetia11,North_Ossetian
NorthOssetia8,North_Ossetian
NorthOssetia12,North_Ossetian
NorthOssetia9,North_Ossetian
NorthOssetia14,North_Ossetian
NorthOssetia17,North_Ossetian
ch126,Chechen
ch16,Chechen
ch174,Chechen
ch179,Chechen
ch193,Chechen
ch21,Chechen
ch3,Chechen
ch113,Chechen
ch31,Chechen
abh27,Abkhasian
abh107,Abkhasian
abh41,Abkhasian
abh119,Abkhasian
abh122,Abkhasian
abh133,Abkhasian
abh147,Abkhasian
abh154,Abkhasian
abh24,Abkhasian
armenia176,Armenian
armenia191,Armenian
armenia86,Armenian
armenia279,Armenian
armenia91,Armenian
armenia293,Armenian
armenia102,Armenian
armenia106,Armenian
armenia139,Armenian
armenia162,Armenian
lez38,Lezgin
lez40,Lezgin
lez49,Lezgin
lez31,Lezgin
lez7,Lezgin
lez33,Lezgin
lez9,Lezgin
lez36,Lezgin
lez37,Lezgin
nogay42,Nogai
nogay35,Nogai
nogay34,Nogai
nogay24,Nogai
nogay25,Nogai
nogay33,Nogai
nogay44,Nogai
nogay45,Nogai
nogay46,Nogai
kumyks44,Kumyk
kumyks93,Kumyk
kumyks98,Kumyk
kumyks90,Kumyk
kumyks40,Kumyk
kumyks94,Kumyk
kumyks41,Kumyk
kumyks97,Kumyk
kalmyk11,Kalmyk
kalmyk32,Kalmyk
kalmyk9,Kalmyk
kalmyk14,Kalmyk
kalmyk67,Kalmyk
kalmyk13,Kalmyk
kalmyk39,Kalmyk
kalmyk55,Kalmyk
kalmyk22,Kalmyk
kalmyk44,Kalmyk
altai363p,Altaian
altai380k,Altaian
altai280p,Altaian
altai431k,Altaian
altai283p,Altaian
altai419A,Altaian
altai409k,Altaian
Tuvinians86,Tuvinian
Tuvinians111,Tuvinian
Tuvinians66,Tuvinian
Tuvinians64,Tuvinian
Tuvinians51,Tuvinian
Tuvinians67,Tuvinian
Tuvinians56,Tuvinian
Tuvinians54,Tuvinian
Tuvinians61,Tuvinian
Tuvinians85,Tuvinian
Dolgan1708,Dolgan
Dolgan3875,Dolgan
Dolgan3857,Dolgan
Selkup38,Selkup
Selkup83,Selkup
Selkup87,Selkup
Selkup220,Selkup
Selkup121,Selkup
Selkup105,Selkup
Selkup82,Selkup
Selkup4,Selkup
Selkup21,Selkup
Selkup4a,Selkup
bel43s,Belarusian
bel30s,Belarusian
bel72c,Belarusian
bel93c,Belarusian
bel110c,Belarusian
bel8s,Belarusian
belarusian23vp,Belarusian
bel23s,Belarusian
belarusian47zp,Belarusian
bel82s,Belarusian
UkrBel618,Ukrainian_East
UkrBel620,Ukrainian_East
UkrBel622,Ukrainian_East
UkrBel733,Ukrainian_East
UkrBel736,Ukrainian_East
UkrBel614,Ukrainian_East
UkrLv240,Ukrainian_West
UkrLv228,Ukrainian_West
UkrLv237,Ukrainian_West
Est393,Estonian
Est375,Estonian
Est380,Estonian
Est391,Estonian
Est377,Estonian
Est372,Estonian
Est358,Estonian
Est400,Estonian
Est397,Estonian
Est394,Estonian
Mordovians27,Mordovian
Mordovians28,Mordovian
Mordovians30,Mordovian
Mordovians4,Mordovian
Mordovians31,Mordovian
Mordovians17,Mordovian
Mordovians1,Mordovian
Mordovians22,Mordovian
Mordovians32,Mordovian
Mordovians5,Mordovian
Chuvash33,Chuvash
Chuvash37,Chuvash
Chuvash13,Chuvash
Chuvash20,Chuvash
Chuvash22,Chuvash
Chuvash26,Chuvash
Chuvash24,Chuvash
Chuvash29,Chuvash
Chuvash25,Chuvash
Chuvash31,Chuvash
usb24,Uzbek
usb25,Uzbek
usb35,Uzbek
usb40,Uzbek
usb6,Uzbek
usb64,Uzbek
usb72,Uzbek
usb2,Uzbek
usb78,Uzbek
usb8,Uzbek
tdj508_rushan,Tajik_Pomiri
tdj126_shugnan,Tajik_Pomiri
tdj868_rushan,Tajik_Pomiri
tdj252_ishkashim,Tajik_Pomiri
tdj979_shugnan,Tajik_Pomiri
tdj255_ishkashim,Tajik_Pomiri
tdj269_ishkashim,Tajik_Pomiri
tdj305_shugnan,Tajik_Pomiri
UZB178_turkmen,Turkmen
UZB180_turkmen,Turkmen
UZB101_turkmen,Turkmen
UZB102_turkmen,Turkmen
UZB105_turkmen,Turkmen
UZB111_turkmen,Turkmen
UZB150_turkmen,Turkmen
NA13597,Atayal_Coriell
NA13605,Atayal_Coriell
NA13598,Atayal_Coriell
NA13606,Atayal_Coriell
NA13599,Atayal_Coriell
NA13601,Atayal_Coriell
NA13602,Atayal_Coriell
NA13603,Atayal_Coriell
NA13604,Atayal_Coriell
NA13613,Ami_Coriell
NA13614,Ami_Coriell
NA13607,Ami_Coriell
NA13615,Ami_Coriell
NA13608,Ami_Coriell
NA13616,Ami_Coriell
NA13609,Ami_Coriell
NA13610,Ami_Coriell
NA13611,Ami_Coriell
NA13612,Ami_Coriell
NA15202,Hungarian_Coriell
NA15203,Hungarian_Coriell
NA15204,Hungarian_Coriell
NA15205,Hungarian_Coriell
NA15206,Hungarian_Coriell
NA15199,Hungarian_Coriell
NA15207,Hungarian_Coriell
NA15200,Hungarian_Coriell
NA15208,Hungarian_Coriell
NA15201,Hungarian_Coriell
NA15725,Czech
NA15733,Czech
NA15726,Czech
NA15727,Czech
NA15728,Czech
NA15729,Czech
NA15730,Czech
NA15731,Czech
NA15724,Czech
NA15732,Czech
NA15762,Icelandic
NA15755,Icelandic
NA15763,Icelandic
NA15756,Icelandic
NA15764,Icelandic
NA15757,Icelandic
NA15765,Icelandic
NA15758,Icelandic
NA15766,Icelandic
NA15759,Icelandic
NA15760,Icelandic
NA15761,Icelandic
NA17373,Greek_Coriell
NA17374,Greek_Coriell
NA17375,Greek_Coriell
NA17376,Greek_Coriell
NA17377,Greek_Coriell
NA17372,Greek_Coriell
NA11200,Quechua_Coriell
NA11201,Quechua_Coriell
NA11197,Quechua_Coriell
NA11198,Quechua_Coriell
NA11199,Quechua_Coriell
NA21487,Masai_Kinyawa_MKK
NA21490,Masai_Kinyawa_MKK
NA21514,Masai_Kinyawa_MKK
NA21302,Masai_Kinyawa_MKK
NA21581,Masai_Kinyawa_MKK
NA21310,Masai_Kinyawa_MKK
NA21648,Masai_Kinyawa_MKK
NA21366,Masai_Kinyawa_MKK
NA21425,Masai_Kinyawa_MKK
NA21477,Masai_Kinyawa_MKK
ND19394,Korean
ND22219,Korean
NA00726,Korean
ND13299,Korean
ND14916,Korean
ND15143,Korean
HG00103,Scottish_Argyll_Bute_GBR
HG00104,Scottish_Argyll_Bute_GBR
HG00105,Scottish_Argyll_Bute_GBR
HG00106,Scottish_Argyll_Bute_GBR
HG00128,English_Kent_GBR
HG00129,English_Kent_GBR
HG00130,English_Kent_GBR
HG00131,English_Kent_GBR
HG00126,English_Kent_GBR
HG00233,English_Cornwall_GBR
HG00234,English_Cornwall_GBR
HG00232,English_Cornwall_GBR
HG00231,English_Cornwall_GBR
HG00160,English_Cornwall_GBR
HG01500,Spanish_Castilla_y_Leon_IBS
HG01501,Spanish_Castilla_y_Leon_IBS
HG01506,Spanish_Castilla_y_Leon_IBS
HG01507,Spanish_Castilla_y_Leon_IBS
HG01524,Spanish_Castilla_y_Leon_IBS
HG01503,Spanish_Castilla_la_Mancha_IBS
HG01504,Spanish_Castilla_la_Mancha_IBS
HG01747,Spanish_Castilla_la_Mancha_IBS
HG01746,Spanish_Castilla_la_Mancha_IBS
HG02238,Spanish_Castilla_la_Mancha_IBS
HG01509,Spanish_Extremadura_IBS
HG01510,Spanish_Extremadura_IBS
HG01527,Spanish_Extremadura_IBS
HG01528,Spanish_Extremadura_IBS
HG01530,Spanish_Extremadura_IBS
HG01512,Spanish_Cantabria_IBS
HG01513,Spanish_Cantabria_IBS
HG01680,Spanish_Cantabria_IBS
HG01679,Spanish_Cantabria_IBS
HG01770,Spanish_Cantabria_IBS
HG01515,Spanish_Pais_Vasco_IBS
HG01516,Spanish_Pais_Vasco_IBS
HG01518,Spanish_Pais_Vasco_IBS
HG01700,Spanish_Pais_Vasco_IBS
HG01702,Spanish_Pais_Vasco_IBS
HG01536,Spanish_Cataluna_IBS
HG01537,Spanish_Cataluna_IBS
HG01761,Spanish_Cataluna_IBS
HG01762,Spanish_Cataluna_IBS
HG02220,Spanish_Cataluna_IBS
HG01605,Spanish_Valencia_IBS
HG01606,Spanish_Valencia_IBS
HG01607,Spanish_Valencia_IBS
HG01608,Spanish_Valencia_IBS
HG01773,Spanish_Valencia_IBS
HG01613,Spanish_Baleares_IBS
HG01615,Spanish_Baleares_IBS
HG01625,Spanish_Baleares_IBS
HG01626,Spanish_Baleares_IBS
HG01617,Spanish_Murcia_IBS
HG01618,Spanish_Murcia_IBS
HG01699,Spanish_Murcia_IBS
HG01697,Spanish_Murcia_IBS
HG01619,Spanish_Andalucia_IBS
HG01620,Spanish_Andalucia_IBS
HG01623,Spanish_Andalucia_IBS
HG01624,Spanish_Andalucia_IBS
HG00171,Finnish_FIN
HG00174,Finnish_FIN
HG00190,Finnish_FIN
HG00266,Finnish_FIN
HG00183,Finnish_FIN
HG00173,Finnish_FIN
HG00182,Finnish_FIN
HG01675,Spanish_Aragon_IBS
HG01682,Spanish_Aragon_IBS
HG01676,Spanish_Aragon_IBS
HG01684,Spanish_Aragon_IBS
HG01673,Spanish_Aragon_IBS
HG01678,Spanish_Aragon_IBS
HG01705,Spanish_Galicia_IBS
HG01707,Spanish_Galicia_IBS
HG01685,Spanish_Galicia_IBS
HG01686,Spanish_Galicia_IBS
HG01704,Spanish_Galicia_IBS
HG01695,Spanish_Canarias_IBS
HG01694,Spanish_Canarias_IBS
HG01842,Kinh_Vietnam_KHV
HG01844,Kinh_Vietnam_KHV
HG01846,Kinh_Vietnam_KHV
HG01600,Kinh_Vietnam_KHV
HG01595,Kinh_Vietnam_KHV
HG01596,Kinh_Vietnam_KHV
HG01597,Kinh_Vietnam_KHV
HG01598,Kinh_Vietnam_KHV
HG02687,Punjabi_Lahore_PJL
HG02491,Punjabi_Lahore_PJL
HG02783,Punjabi_Lahore_PJL
HG02688,Punjabi_Lahore_PJL
HG02724,Punjabi_Lahore_PJL
HG02790,Punjabi_Lahore_PJL
HG02601,Punjabi_Lahore_PJL
HG02600,Punjabi_Lahore_PJL
NA19027,Luhya_Kenya_LWK
NA19044,Luhya_Kenya_LWK
NA19020,Luhya_Kenya_LWK
NA19023,Luhya_Kenya_LWK
NA19024,Luhya_Kenya_LWK
NA19017,Luhya_Kenya_LWK
NA19019,Luhya_Kenya_LWK
NA19026,Luhya_Kenya_LWK
NA20847,GujaratiD_GIH
NA20899,GujaratiD_GIH
NA21125,GujaratiD_GIH
NA20911,GujaratiD_GIH
NA21123,GujaratiD_GIH
NA20854,GujaratiB_GIH
NA20882,GujaratiB_GIH
NA20873,GujaratiB_GIH
NA20885,GujaratiB_GIH
NA20898,GujaratiB_GIH
NA20881,GujaratiA_GIH
NA20910,GujaratiA_GIH
NA20858,GujaratiA_GIH
NA20904,GujaratiA_GIH
NA20862,GujaratiA_GIH
NA20866,GujaratiC_GIH
NA20883,GujaratiC_GIH
NA20903,GujaratiC_GIH
NA21116,GujaratiC_GIH
NA21097,GujaratiC_GIH
HG03007,Bengali_Bangladesh_BEB
HG03006,Bengali_Bangladesh_BEB
HG03793,Bengali_Bangladesh_BEB
HG03589,Bengali_Bangladesh_BEB
HG03009,Bengali_Bangladesh_BEB
HG03585,Bengali_Bangladesh_BEB
HG03012,Bengali_Bangladesh_BEB
HG02571,Gambian_GWD
HG02574,Gambian_GWD
HG02464,Gambian_GWD
HG02573,Gambian_GWD
HG02570,Gambian_GWD
HG02465,Gambian_GWD
HG03085,Mende_Sierra_Leone_MSL
HG03078,Mende_Sierra_Leone_MSL
HG03097,Mende_Sierra_Leone_MSL
HG03057,Mende_Sierra_Leone_MSL
HG03052,Mende_Sierra_Leone_MSL
HG03076,Mende_Sierra_Leone_MSL
HG03072,Mende_Sierra_Leone_MSL
HG03069,Mende_Sierra_Leone_MSL
HG03100,Esan_Nigeria_ESN
HG02943,Esan_Nigeria_ESN
HG02922,Esan_Nigeria_ESN
HG02974,Esan_Nigeria_ESN
HG03109,Esan_Nigeria_ESN
HG02923,Esan_Nigeria_ESN
HG03099,Esan_Nigeria_ESN
HG03108,Esan_Nigeria_ESN
Ayodo_430C,Luo
Ayodo_460C,Luo
Ayodo_412C,Luo
Ayodo_502C,Luo
Ayodo_438C,Luo
Ayodo_604C,Luo
Ayodo_423C,Luo
Ayodo_458C,Luo
CHI007,Thai
CHI034,Thai
DCH002,Thai
DCH006,Thai
DCH007,Thai
DCH008,Thai
DCH009,Thai
DCH010,Thai
DCH011,Thai
DCH012,Thai
Zapo0046,Zapotec
Zapo0097,Zapotec
Zapo0059,Zapotec
Zapo0091,Zapotec
Zapo0082,Zapotec
Zapo0083,Zapotec
Zapo0095,Zapotec
Zapo0076,Zapotec
Zapo0072,Zapotec
Zapo0064,Zapotec
Mixa0016,Mixtec
Mixa0001,Mixtec
Mixa0061,Mixtec
Mixa0049,Mixtec
Mixa0002,Mixtec
Mixa0018,Mixtec
Mixa0024,Mixtec
Mixa0078,Mixtec
Mixa0087,Mixtec
Mixa0093,Mixtec
LibyanJew1438,Libyan_Jew
LibyanJew1601,Libyan_Jew
LibyanJew1104,Libyan_Jew
LibyanJew1462,Libyan_Jew
LibyanJew1263,Libyan_Jew
LibyanJew1611,Libyan_Jew
LibyanJew1605,Libyan_Jew
LibyanJew1639,Libyan_Jew
LibyanJew1659,Libyan_Jew
GOR063,Datog
GOR067,Datog
GOR049,Datog
Malta4AM91,Maltese
Malta8AM91,Maltese
Malta7AM91,Maltese
Malta17AM91,Maltese
Malta2AM91,Maltese
Malta16AM91,Maltese
Malta15AM91,Maltese
Malta12AM91,Maltese
Bolivian41,Bolivian_LaPaz
Bolivian39,Bolivian_LaPaz
Bolivian46,Bolivian_LaPaz
Kusunda10,Kusunda
Kusunda05,Kusunda
Kusunda11,Kusunda
Kusunda01,Kusunda
Kusunda03,Kusunda
Kusunda04,Kusunda
Kusunda07,Kusunda
Kusunda02,Kusunda
Kusunda15,Kusunda
Kusunda12,Kusunda
Tunisian200000,Tunisian
Tunisian20C1,Tunisian
Tunisian20F4,Tunisian
Tunisian20D4,Tunisian
Tunisian20A5,Tunisian
Tunisian20C4,Tunisian
Tunisian20D1,Tunisian
Tunisian20B4,Tunisian
CRO53,Croatian
CRO103,Croatian
CRO107,Croatian
CRO47,Croatian
CRO41,Croatian
CRO66,Croatian
CRO153,Croatian
CRO31,Croatian
CRO93,Croatian
CRO48,Croatian
AshkenaziJew5779,Ashkenazi_Jew
AshkenaziJew5782,Ashkenazi_Jew
AshkenaziJew5783,Ashkenazi_Jew
AshkenaziJew5704,Ashkenazi_Jew
AshkenaziJew5728,Ashkenazi_Jew
AshkenaziJew5790,Ashkenazi_Jew
AshkenaziJew5788,Ashkenazi_Jew
SephardiJewTurkey4955,Turkish_Jew
SephardiJewTurkey5877,Turkish_Jew
SephardiJewTurkey4953,Turkish_Jew
SephardiJewTurkey6077,Turkish_Jew
SephardiJewTurkey5832,Turkish_Jew
SephardiJewTurkey5075,Turkish_Jew
SephardiJewTurkey4950,Turkish_Jew
SephardiJewTurkey5033,Turkish_Jew
NOR119,Norwegian
NOR124,Norwegian
NOR106,Norwegian
NOR101,Norwegian
NOR146,Norwegian
NOR108,Norwegian
NOR126,Norwegian
NOR107,Norwegian
NOR109,Norwegian
NOR148,Norwegian
NOR111,Norwegian
TunisianJew1421,Tunisian_Jew
TunisianJew1763,Tunisian_Jew
TunisianJew1507,Tunisian_Jew
TunisianJew1544,Tunisian_Jew
TunisianJew1170,Tunisian_Jew
TunisianJew1531,Tunisian_Jew
TunisianJew1511,Tunisian_Jew
Sir50,Chukchi_Sir
Sir41,Chukchi_Sir
TP08,Italian_WestSicilian
TP05,Italian_WestSicilian
TP06,Italian_WestSicilian
TP07,Italian_WestSicilian
TP04,Italian_WestSicilian
TP25,Italian_WestSicilian
GREEKGRALPOP18,Greek_Comas
GREEKGRALPOP13,Greek_Comas
GREEKGRALPOP15,Greek_Comas
GREEKGRALPOP5,Greek_Comas
GREEKGRALPOP9,Greek_Comas
GREEKGRALPOP4,Greek_Comas
GREEKGRALPOP17,Greek_Comas
GREEKGRALPOP16,Greek_Comas
GREEKGRALPOP11,Greek_Comas
GREEKGRALPOP10,Greek_Comas
GREEKGRALPOP3,Greek_Comas
GREEKGRALPOP8,Greek_Comas
GREEKGRALPOP12,Greek_Comas
GREEKGRALPOP14,Greek_Comas
EthiopianJew1818,Ethiopian_Jew
EthiopianJew4690,Ethiopian_Jew
EthiopianJew1574,Ethiopian_Jew
EthiopianJew1804,Ethiopian_Jew
EthiopianJew1822,Ethiopian_Jew
EthiopianJew1570,Ethiopian_Jew
EthiopianJew1831,Ethiopian_Jew
BEL57,Italian_South
Algerian43A22,Algerian
Algerian43A21,Algerian
Algerian43A34,Algerian
Algerian43A13,Algerian
Algerian43A24,Algerian
Algerian43A32,Algerian
Algerian43A23,Algerian
BAS35,Basque_Spanish
BAS31,Basque_Spanish
BAS22,Basque_Spanish
BAS25,Basque_Spanish
BAS32,Basque_Spanish
BAS30,Basque_Spanish
BAS28,Basque_Spanish
BAS27,Basque_Spanish
BAS33,Basque_Spanish
SR23,Italian_EastSicilian
SR60,Italian_EastSicilian
SR48R,Italian_EastSicilian
SR44,Italian_EastSicilian
SR64,Italian_EastSicilian
YemeniteJew4684,Yemenite_Jew
YemeniteJew4695,Yemenite_Jew
YemeniteJew4675,Yemenite_Jew
YemeniteJew4938,Yemenite_Jew
YemeniteJew4667,Yemenite_Jew
YemeniteJew4960,Yemenite_Jew
YemeniteJew5433,Yemenite_Jew
YemeniteJew4937,Yemenite_Jew
Kayseri24392,Turkish_Kayseri
Kayseri24075,Turkish_Kayseri
Kayseri24266,Turkish_Kayseri
Kayseri24402,Turkish_Kayseri
Kayseri23967,Turkish_Kayseri
Kayseri23892,Turkish_Kayseri
Kayseri24032,Turkish_Kayseri
Kayseri23549,Turkish_Kayseri
Kayseri23271,Turkish_Kayseri
Kayseri24276,Turkish_Kayseri
Egypt17AQ176,Egyptian_Comas
Egypt15AQ172,Egyptian_Comas
Egypt3AQ172,Egyptian_Comas
Egypt1AQ172,Egyptian_Comas
Egypt5AQ172,Egyptian_Comas
Egypt8AT113,Egyptian_Comas
Egypt12AQ172,Egyptian_Comas
Egypt9AQ177,Egyptian_Comas
Egypt9AQ172,Egyptian_Comas
Egypt7AQ172,Egyptian_Comas
Egypt22TD21,Egyptian_Comas
IranianJew1409,Iranian_Jew
IranianJew1132,Iranian_Jew
IranianJew1159,Iranian_Jew
IranianJew1513,Iranian_Jew
IranianJew1556,Iranian_Jew
IranianJew1557,Iranian_Jew
IranianJew1143,Iranian_Jew
IranianJew1832,Iranian_Jew
IranianJew1845,Iranian_Jew
ALB191,Albanian
ALB213,Albanian
ALB202,Albanian
ALB212,Albanian
ALB220,Albanian
ALB230,Albanian
SouthFrench3326,French_South
SouthFrench3947,French_South
SouthFrench1323,French_South
SouthFrench3951,French_South
SouthFrench3068,French_South
SouthFrench1112,French_South
SouthFrench4018,French_South
Mansi48,Mansi
Mansi76,Mansi
Mansi94,Mansi
Mansi43,Mansi
Mansi79,Mansi
Mansi91,Mansi
Mansi84,Mansi
Mansi56,Mansi
Bolivian62,Bolivian_Pando
Bolivian72,Bolivian_Pando
Bolivian71,Bolivian_Pando
KuchinJew30052,Cochin_Jew
KuchinJew20551,Cochin_Jew
KuchinJew20622,Cochin_Jew
KuchinJew20851,Cochin_Jew
KuchinJew20320,Cochin_Jew
Balikesir16675,Turkish_Balikesir
Balikesir16790,Turkish_Balikesir
Balikesir16887,Turkish_Balikesir
Balikesir16653,Turkish_Balikesir
Balikesir16837,Turkish_Balikesir
Balikesir17006,Turkish_Balikesir
IraqiJew4061,Iraqi_Jew
IraqiJew4241,Iraqi_Jew
IraqiJew1417,Iraqi_Jew
IraqiJew1771,Iraqi_Jew
IraqiJew4291,Iraqi_Jew
IraqiJew1430,Iraqi_Jew
CYP19,Cypriot
CYP5,Cypriot
Cyprus13AJ19,Cypriot
Cyprus24AJ19,Cypriot
CYP2,Cypriot
Cyprus2AJ19,Cypriot
Cyprus22AJ19,Cypriot
Cyprus21AJ19,Cypriot
Turkish7BA57,Turkish
Turkish8BA62,Turkish
Turkish4BA57,Turkish
Turkish9BA57,Turkish
SAH27,Saharawi
SAH21,Saharawi
SAH24,Saharawi
SAH34,Saharawi
SAH18,Saharawi
SAH9,Saharawi
MoroccanJew5126,Moroccan_Jew
MoroccanJew4634,Moroccan_Jew
MoroccanJew4789,Moroccan_Jew
MoroccanJew5168,Moroccan_Jew
MoroccanJew4692,Moroccan_Jew
MoroccanJew4683,Moroccan_Jew
Istanbul20010,Turkish_Istanbul
Istanbul19810,Turkish_Istanbul
Istanbul25095,Turkish_Istanbul
Istanbul25081,Turkish_Istanbul
Istanbul17778,Turkish_Istanbul
Istanbul15781,Turkish_Istanbul
Istanbul20040,Turkish_Istanbul
Istanbul19185,Turkish_Istanbul
Istanbul25098,Turkish_Istanbul
Istanbul19708,Turkish_Istanbul
GeorgianJew1607,Georgian_Jew
GeorgianJew1671,Georgian_Jew
GeorgianJew1577,Georgian_Jew
GeorgianJew1971,Georgian_Jew
GeorgianJew1594,Georgian_Jew
GeorgianJew1654,Georgian_Jew
GeorgianJew1883,Georgian_Jew
Adana23114,Turkish_Adana
Adana23108,Turkish_Adana
Adana23136,Turkish_Adana
Adana23113,Turkish_Adana
Adana23144,Turkish_Adana
Adana23133,Turkish_Adana
Adana23150,Turkish_Adana
Adana23147,Turkish_Adana
Adana23112,Turkish_Adana
Adana23117,Turkish_Adana
Trabzon21177,Turkish_Trabzon
Trabzon21557,Turkish_Trabzon
Trabzon21534,Turkish_Trabzon
Trabzon21575,Turkish_Trabzon
Trabzon21174,Turkish_Trabzon
Trabzon21515,Turkish_Trabzon
Trabzon21544,Turkish_Trabzon
Trabzon21645,Turkish_Trabzon
Trabzon21173,Turkish_Trabzon
Aydin18784,Turkish_Aydin
Aydin18112,Turkish_Aydin
Aydin18596,Turkish_Aydin
Aydin18636,Turkish_Aydin
Aydin18873,Turkish_Aydin
Aydin18483,Turkish_Aydin
Aydin18419,Turkish_Aydin
Bishkek28452,Kyrgyz
Bishkek28442,Kyrgyz
Bishkek28443,Kyrgyz
Bishkek28445,Kyrgyz
Bishkek28451,Kyrgyz
Bishkek28449,Kyrgyz
Bishkek28456,Kyrgyz
Bishkek28446,Kyrgyz
Bishkek28454,Kyrgyz
Bolivian81,Bolivian_Cochabamba
Ale33,Aleut
Ale20,Aleut
Ale35,Aleut
Ale37,Aleut
Ale34,Aleut
Ale22,Aleut
Ale36,Aleut
